"ID","Area","Feature","User Story","Expected Behavior (from code)","Code Refs","Status","Test Result","Issues Found","Fix Applied","Re-test Result"
"F429","Onboarding","Path selection (Solomon sign-in vs BYOK)","As a new user, I want to choose between signing in for hosted models or bringing my own API key, so that I can pick how the assistant is powered.","Welcome step sets onboardingPath to 'rowboat' (step 0 to 2) or 'byok' (step 0 to 1); step arrays/labels differ per path and handleNext/handleBack branch on the chosen path.","apps/x/apps/renderer/src/components/onboarding/steps/welcome-step.tsx:57-112; apps/x/apps/renderer/src/components/onboarding/use-onboarding-state.ts:380-408","Tested","Pass (traced)","","",""
"F430","Onboarding","Welcome: sign in with Solomon AI + auto-advance","As a new user, I want to sign in to my Solomon AI account from welcome, so that I get instant hosted model access.","""Sign in with PRODUCT_NAME"" calls startConnect(PRODUCT_PROVIDER_ID) which invokes oauth:connect; on oauth:didConnect success for the product provider the flow auto-advances to the Connect step, showing a ""Waiting for sign in"" state meanwhile.","apps/x/apps/renderer/src/components/onboarding/steps/welcome-step.tsx:69-95; apps/x/apps/renderer/src/components/onboarding/use-onboarding-state.ts:520-532","Tested","Pass (traced)","","",""
"F431","Onboarding","Welcome: bring-your-own-key entry","As a privacy-minded user, I want to skip sign-in and use my own key, so that the app runs against my own provider.","The ""I want to bring my own API key"" link sets onboardingPath='byok' and advances to the LLM setup step (step 1).","apps/x/apps/renderer/src/components/onboarding/steps/welcome-step.tsx:104-112","Tested","Pass (traced)","","",""
"F432","Onboarding","LLM setup: provider selection","As a BYOK user, I want to pick an LLM provider, so that I can configure my preferred model source.","Renders primary provider cards (OpenAI, Anthropic, Gemini, Ollama) and a ""More providers..."" reveal for OpenRouter, AI Gateway, OpenAI-Compatible; selecting a card sets llmProvider and resets test state.","apps/x/apps/renderer/src/components/onboarding/steps/llm-setup-step.tsx:28-93; apps/x/apps/renderer/src/components/onboarding/steps/llm-setup-step.tsx:195-215","Tested","Pass (traced)","","",""
"F433","Onboarding","LLM setup: per-role model configuration","As a BYOK user, I want to set assistant, knowledge-graph, meeting-notes, and track-block models, so that each subsystem uses an appropriate model.","Four model selectors/inputs per provider; cloud providers use catalog dropdowns (with ""Same as assistant"" default) while local/empty-catalog providers use free-text inputs; defaults seed gpt-5.2 / claude-opus-4-6 when available.","apps/x/apps/renderer/src/components/onboarding/steps/llm-setup-step.tsx:221-382; apps/x/apps/renderer/src/components/onboarding/use-onboarding-state.ts:158-179","Tested","Pass (traced)","","",""
"F434","Onboarding","LLM setup: API key / base URL fields","As a BYOK user, I want to enter my API key or local base URL, so that the app can reach my provider.","API key input shows for key-based providers (optional for openai-compatible); base URL shows for ollama/openai-compatible/aigateway with provider-specific placeholders.","apps/x/apps/renderer/src/components/onboarding/steps/llm-setup-step.tsx:384-415; apps/x/apps/renderer/src/components/onboarding/use-onboarding-state.ts:96-104","Tested","Pass (traced)","","",""
"F435","Onboarding","LLM setup: Test & Continue","As a BYOK user, I want to verify my model config before proceeding, so that I don't save broken credentials.","""Test & Continue"" (enabled only when canTest) calls models:test; on success it saves via models:saveConfig, dispatches models-config-changed, and advances; on failure it shows the error and toasts.","apps/x/apps/renderer/src/components/onboarding/use-onboarding-state.ts:414-450; apps/x/apps/renderer/src/components/onboarding/onboarding-footer.tsx:24-62","Tested","Pass (traced)","","",""
"F436","Onboarding","LLM setup: hosted-models upsell callout","As a BYOK user, I want a tip suggesting hosted models, so that I understand local LLMs may struggle and can switch to sign-in.","A dismissible callout warns local LLMs can struggle with parallel background agents; ""Sign in instead"" calls handleSwitchToRowboat (path='rowboat', step 0); the X sets upsellDismissed.","apps/x/apps/renderer/src/components/onboarding/steps/llm-setup-step.tsx:164-193; apps/x/apps/renderer/src/components/onboarding/use-onboarding-state.ts:607-611","Tested","Pass (traced)","","",""
"F437","Onboarding","Connect accounts: Google (email & calendar)","As a user, I want to connect Google, so that the assistant has email/calendar context.","Signed-in users use the managed-credentials flow (startConnect('google')); not-signed-in users get the BYOK Google client-id modal whose submit stores credentials and starts the connect with them.","apps/x/apps/renderer/src/components/onboarding/steps/connect-accounts-step.tsx:118-151; apps/x/apps/renderer/src/components/onboarding/use-onboarding-state.ts:584-605","Tested","Pass (traced)","","",""
"F438","Onboarding","Connect accounts: meeting notes + Fireflies","As a user, I want meeting-notes support and optional Fireflies import, so that my meetings feed the knowledge graph.","Shows a built-in ""PRODUCT_NAME Meeting Notes"" card (always connected) and, when available, a Fireflies provider card that connects via handleConnect('fireflies-ai').","apps/x/apps/renderer/src/components/onboarding/steps/connect-accounts-step.tsx:171-213","Tested","Pass (traced)","","",""
"F439","Onboarding","Connect accounts: skip / continue","As a user, I want to skip connecting accounts, so that I can finish setup quickly.","Footer on step 2 offers Back, ""Skip for now"", and Continue, all advancing to the completion step via handleNext.","apps/x/apps/renderer/src/components/onboarding/onboarding-footer.tsx:64-80","Tested","Pass (traced)","","",""
"F440","Onboarding","Completion: summary + start","As a user, I want a confirmation with my connected accounts, so that I know setup succeeded.","Completion step lists connected providers (Gmail/Calendar/Google/Fireflies), shows a context-graph build notice when any are connected, and ""Start Using PRODUCT_NAME"" calls handleComplete/onComplete.","apps/x/apps/renderer/src/components/onboarding/steps/completion-step.tsx:9-118; apps/x/apps/renderer/src/components/onboarding/onboarding-footer.tsx:82-92","Verified","Issue found","E53","E53: Exclude the product provider from connectedProviders/hasConnections.","Verified — build green + adversarial code re-review"
"F441","Onboarding","Progress rail and step indicators","As a user, I want persistent progress indicators, so that I know where I am in setup.","A BrandRail (lg+) shows logo, tagline, a VerticalStepper with sub-labels, rotating value props, and a privacy footnote; narrow widths show a compact ""Step N of M"" header; horizontal StepIndicator shares the same step arrays.","apps/x/apps/renderer/src/components/onboarding/brand-rail.tsx:27-93; apps/x/apps/renderer/src/components/onboarding/vertical-stepper.tsx:24-72","Tested","Pass (traced)","","",""
"F442","Settings","Settings dialog shell and navigation","As a user, I want a grouped settings dialog, so that I can find and switch between configuration areas.","A 1000px dialog with a grouped sidebar (Account/Workspace/Advanced/Help), per-tab animated content, opens on a configurable defaultTab, and hides the ""Models"" tab when signed in to Solomon (uses SolomonModelSettings instead).","apps/x/apps/renderer/src/components/settings-dialog.tsx:94-184; apps/x/apps/renderer/src/components/settings-dialog.tsx:1445-1468","Tested","Pass (traced)","","",""
"F443","Settings","Appearance: theme selection","As a user, I want to pick light/dark/system theme, so that the app matches my preference.","Three preview cards call setTheme('light'|'dark'|'system') from the theme context, with live mini-window previews and a check badge on the active option.","apps/x/apps/renderer/src/components/settings/appearance-settings.tsx:149-165","Tested","Pass (traced)","","",""
"F444","Settings","Appearance: chat pane placement","As a user, I want to choose where the chat pane sits, so that the layout suits my workflow.","Two cards set chatPanePlacement to ""right"" or ""middle"" with mini-layout diagrams showing the chat pane as accent.","apps/x/apps/renderer/src/components/settings/appearance-settings.tsx:167-187","Tested","Pass (traced)","","",""
"F445","Settings","Appearance: chat pane size","As a user, I want to set the chat pane width, so that I can balance chat vs other panes.","Three cards set chatPaneSize to ""chat-smaller""/""chat-equal""/""chat-bigger"" via the theme context.","apps/x/apps/renderer/src/components/settings/appearance-settings.tsx:189-216","Tested","Pass (traced)","","",""
"F446","Settings","Notifications: missed cloud-run alerts","As a user, I want OS notifications when cloud runs finish while the app was closed, so that I don't miss results.","A switch loads/saves cloudRunsOfflineNotify via notifications:getConfig/notifications:setConfig.","apps/x/apps/renderer/src/components/settings-dialog.tsx:1354-1404; apps/x/apps/main/src/ipc.ts:1406","Tested","Pass (traced)","","",""
"F447","Settings","Code Mode: enable delegation","As a power user, I want to enable code mode, so that the assistant can delegate coding to Claude Code or Codex.","A switch toggles enabled via codeMode:setConfig (also dispatches code-mode-config-changed and shows the composer chip); state loads from codeMode:getConfig.","apps/x/apps/renderer/src/components/settings-dialog.tsx:1164-1183; apps/x/apps/main/src/ipc.ts:954-963","Tested","Pass (traced)","","",""
"F448","Settings","Code Mode: agent status + re-check","As a user, I want to see whether Claude Code/Codex are installed and signed in, so that I know if code mode is usable.","Rows show Installed/Signed-in pills per agent from codeMode:checkAgentStatus, with install links or sign-in commands and a Re-check action; a warning appears if neither agent is ready.","apps/x/apps/renderer/src/components/settings-dialog.tsx:1046-1118; apps/x/apps/main/src/ipc.ts:965-966","Tested","Pass (traced)","","",""
"F449","Settings","Code Mode: approval policy","As a user, I want to control how the coding agent asks before acting, so that I balance safety and speed.","Three options (Ask every time / Auto-approve reads / YOLO) set approvalPolicy via codeMode:setConfig; only shown when code mode is enabled.","apps/x/apps/renderer/src/components/settings-dialog.tsx:1185-1204; apps/x/apps/renderer/src/components/settings-dialog.tsx:1297-1337","Tested","Pass (traced)","","",""
"F450","Settings","Help & Support links","As a user, I want help resources, so that I can report bugs or reach the team.","Help tab links to a GitHub issues page, Discord invite, contact email, and Terms/Privacy; the ""Send feedback"" entry opens the feedback dialog but is disabled until signed in.","apps/x/apps/renderer/src/components/settings-dialog.tsx:198-296","Tested","Pass (traced)","","",""
"F451","Settings","Note Tagging configuration","As a user, I want to edit note/email tag taxonomies, so that auto-tagging matches my categories.","Notes/Email tabbed editor grouped by tag type loads/saves config/tags.json; email rows expose a ""Skip note"" toggle (noteEffect) and changes are tracked as unsaved until Save.","apps/x/apps/renderer/src/components/settings-dialog.tsx:835-1042","Tested","Pass (traced)","","",""
"F452","Settings","Tools Library (legacy integration vendor integrations)","As a user, I want to browse and connect external tool integrations, so that the assistant can use more tools.","In BYOK mode a legacy integration vendor API key form (legacy-integration-vendor:set-api-key) gates a searchable toolkit browser (legacy-integration-vendor:list-toolkits) with per-toolkit Connect/Disconnect (legacy-integration-vendor:initiate-connection/legacy-integration-vendor:disconnect), reflecting connection events.","apps/x/apps/renderer/src/components/settings-dialog.tsx:314-475; apps/x/apps/renderer/src/components/settings-dialog.tsx:486-668","Tested","Pass (traced)","","",""
"F453","Account","Log in to Solomon AI account","As a logged-out user, I want to log in to my account, so that I can access premium/hosted features.","When not connected, Account settings shows a ""Log in to PRODUCT_NAME"" button calling oauth:connect with PRODUCT_PROVIDER_ID; success (via oauth:didConnect) flips state and toasts logged in.","apps/x/apps/renderer/src/components/settings/account-settings.tsx:108-163; apps/x/apps/renderer/src/components/settings/account-settings.tsx:95-106","Tested","Pass (traced)","","",""
"F454","Account","Account profile display","As a signed-in user, I want to see my account email, so that I know which account is active.","Profile section shows billing.userEmail (from billing:getInfo) with a ""PRODUCT_NAME Account"" label once connected.","apps/x/apps/renderer/src/components/settings/account-settings.tsx:165-180; apps/x/packages/core/src/billing/billing.ts:37-45","Tested","Pass (traced)","","",""
"F455","Account","Log out of account","As a signed-in user, I want to log out, so that I can remove access to synced data and hosted models.","A confirm AlertDialog triggers oauth:disconnect for the product provider, clears connection state, and toasts logged out; copy warns it removes synced data and provided models.","apps/x/apps/renderer/src/components/settings/account-settings.tsx:122-137; apps/x/apps/renderer/src/components/settings/account-settings.tsx:263-298","Tested","Pass (traced)","","",""
"F456","Account","OAuth connection state hook","As a developer/user, I want per-provider connect/disconnect with live status, so that connection toggles work consistently.","useOAuth reads oauth:getState, connects/disconnects via oauth:connect/oauth:disconnect, listens to oauth:didConnect, toasts, and updates PostHog provider_connected; useConnectedProviders/useAvailableProviders enumerate providers.","apps/x/apps/renderer/src/hooks/useOAuth.ts:9-105; apps/x/apps/main/src/ipc.ts:916-943","Tested","Pass (traced)","","",""
"F457","Account","Analytics identity (identify/opt and reset)","As a signed-in user, I want my analytics tied to my account only while signed in, so that events are attributed correctly and reset on logout.","useAnalyticsIdentity identifies the user in PostHog when the product provider is connected, sets provider/connection person-properties and total_notes, captures user_signed_in/out, and resets distinct_id on sign-out; backend identifyIfSignedIn enriches with plan/status/email.","apps/x/apps/renderer/src/hooks/useAnalyticsIdentity.ts:27-127; apps/x/packages/core/src/analytics/identify.ts:10-23","Tested","Pass (traced)","","",""
"F458","Account","Solomon account state source","As a user, I want the app to know my signed-in state and account config, so that surfaces (appUrl, tokens) work.","useSolomonAccount reads account:getSolomon (signedIn/accessToken/config) and refreshes on oauth:didConnect; core isSignedIn checks for stored product-provider tokens.","apps/x/apps/renderer/src/hooks/useSolomonAccount.ts:24-71; apps/x/packages/core/src/account/account.ts:5-9","Tested","Pass (traced)","","",""
"F459","Billing","Plan overview and trial countdown","As a subscriber, I want to see my plan and trial status, so that I know my subscription standing.","Plan section formats plan name and shows status; when trialing it computes and displays days left (today/1 day/N days); shows ""Subscribe to access AI features"" when no plan.","apps/x/apps/renderer/src/components/settings/account-settings.tsx:184-220; apps/x/packages/core/src/billing/billing.ts:37-45","Tested","Pass (traced)","","",""
"F460","Billing","Credit usage meters (monthly/daily)","As a user, I want to see plan and daily usage, so that I can track my consumption.","Two CreditUsageBars render used/sanctioned percentages for billing.monthly and billing.daily (daily noted to reset at 00:00 UTC).","apps/x/apps/renderer/src/components/settings/account-settings.tsx:32-57; apps/x/apps/renderer/src/components/settings/account-settings.tsx:221-228","Tested","Pass (traced)","","",""
"F461","Billing","Subscribe / Upgrade / Change plan","As a user, I want a button to start or change my subscription, so that I can access more usage.","Button label switches between Subscribe/Upgrade/Change plan by plan and opens appUrl?intent=upgrade in the browser (appUrl from account:getSolomon).","apps/x/apps/renderer/src/components/settings/account-settings.tsx:217-219; apps/x/apps/renderer/src/components/settings/account-settings.tsx:87-93","Tested","Pass (traced)","","",""
"F462","Billing","Manage payment in Stripe","As a paying user, I want to manage invoices/payment methods, so that I can handle billing details.","""Manage in Stripe"" opens appUrl; it's disabled unless on a starter/pro plan with a helper telling free users to upgrade first.","apps/x/apps/renderer/src/components/settings/account-settings.tsx:237-259; apps/x/apps/renderer/src/components/settings/account-settings.tsx:66","Tested","Pass (traced)","","",""
"F463","Billing","Billing error dialog","As a user hitting a billing limit, I want a clear prompt to upgrade, so that I can resolve it inline.","Matched runtime errors (upgrade required / not enough credits / subscription not active) open a dialog with title/subtitle/CTA; Upgrade opens appUrl?intent=upgrade, Dismiss closes; CTA disabled until appUrl loads.","apps/x/apps/renderer/src/lib/billing-error.ts:3-28; apps/x/apps/renderer/src/components/billing-error-dialog.tsx:25-60","Tested","Pass (traced)","","",""
"F464","Billing","Billing info fetch gating","As a user, I want billing details only when connected, so that the app avoids unauthenticated calls.","useBilling fetches billing:getInfo only when isRowboatConnected, otherwise clears state; the IPC handler proxies to the backend /v1/me with a bearer token.","apps/x/apps/renderer/src/hooks/useBilling.ts:4-29; apps/x/apps/main/src/ipc.ts:1695-1697","Tested","Pass (traced)","","",""
"F465","Models","Provider selection and management (BYOK)","As a BYOK user, I want to choose and manage LLM providers, so that I can switch model sources.","Primary provider cards plus a ""More providers..."" reveal; each selected provider with a model can be set as default or removed, and the default provider is badged.","apps/x/apps/renderer/src/components/settings/model-settings.tsx:33-64; apps/x/apps/renderer/src/components/settings/model-settings.tsx:468-549","Tested","Pass (traced)","","",""
"F466","Models","Assistant model list (multiple)","As a BYOK user, I want one or more assistant models per provider, so that I can offer model choices.","Assistant column supports add/remove of multiple models via dropdown (catalog) or free-text (local/empty catalog); first model is primary.","apps/x/apps/renderer/src/components/settings/model-settings.tsx:205-230; apps/x/apps/renderer/src/components/settings/model-settings.tsx:553-611","Tested","Pass (traced)","","",""
"F467","Models","Specialized model roles","As a BYOK user, I want to assign models for knowledge graph, meeting notes, track block, and auto-permission, so that subsystems use suitable models.","Four selectors (knowledgeGraphModel, meetingNotesModel, liveNoteAgentModel, autoPermissionDecisionModel) default to ""Same as assistant"" and are saved per-provider.","apps/x/apps/renderer/src/components/settings/model-settings.tsx:613-775; apps/x/packages/core/src/models/defaults.ts:67-104","Tested","Pass (traced)","","",""
"F468","Models","API key and base URL entry","As a BYOK user, I want to enter credentials/endpoints, so that the app can reach my provider.","Password API-key field shows for key-based providers (optional for openai-compatible) with a ""stored locally in config/models.json"" note; base URL shows for ollama/openai-compatible/aigateway.","apps/x/apps/renderer/src/components/settings/model-settings.tsx:778-819; apps/x/apps/renderer/src/components/settings/model-settings.tsx:166-183","Tested","Pass (traced)","","",""
"F469","Models","Test & Save model configuration","As a BYOK user, I want to validate before saving, so that I don't persist a broken config.","""Test & Save"" calls models:test; on success calls models:saveConfig, marks the provider default, shows ""Connected and saved"", and dispatches models-config-changed; failures show the error.","apps/x/apps/renderer/src/components/settings/model-settings.tsx:350-383; apps/x/packages/core/src/models/models.ts:75-99","Tested","Pass (traced)","","",""
"F470","Models","Set default / remove provider","As a BYOK user, I want to set a default provider or remove one, so that I control which config is active.","handleSetDefault saves the provider's config as top-level default; handleDeleteProvider deletes it from the providers map and repoints the active provider to the current default if needed.","apps/x/apps/renderer/src/components/settings/model-settings.tsx:385-466; apps/x/packages/core/src/models/repo.ts:36-61","Tested","Pass (traced)","","",""
"F471","Models","Persisted multi-provider config hydration","As a returning user, I want my saved providers reloaded, so that I don't re-enter configs.","On open, loads config/models.json, hydrates each provider from the providers map and the active top-level provider, preferring the saved active model first.","apps/x/apps/renderer/src/components/settings/model-settings.tsx:232-304; apps/x/packages/core/src/models/repo.ts:20-62","Tested","Pass (traced)","","",""
"F472","Models","Models catalog source","As a user, I want available models listed per provider, so that I can pick without typing IDs.","models:list returns gateway models when signed in (listGatewayModels) or the BYOK onboarding catalog otherwise; cloud catalogs populate dropdowns and seed preferred defaults.","apps/x/apps/main/src/ipc.ts:902-906; apps/x/apps/renderer/src/components/settings/model-settings.tsx:306-348","Tested","Pass (traced)","","",""
"F473","Models","Signed-in (Solomon) model settings","As a signed-in user, I want to pick from account-provided models, so that I use hosted models without keys.","SolomonModelSettings lists gateway models for the product provider and saves assistant + knowledge-graph selections via models:saveConfig (flavor openrouter), with ""Same as assistant"" KG default.","apps/x/apps/renderer/src/components/settings/model-settings.tsx:853-980; apps/x/apps/renderer/src/components/settings-dialog.tsx:1563-1568","Verified","Issue found","E51","E51: Keep the Models tab visible when signed in (drop the filter) so SolomonModelSettings is reachable.","Verified — build green + adversarial code re-review"
"F474","Models","Default model/provider resolution","As a user, I want sensible default models when unspecified, so that subsystems work out of the box.","getDefaultModelAndProvider returns curated signed-in defaults (openai/gpt-4.1-mini via product gateway) or the BYOK config; per-feature getters fall back to overrides then the assistant model.","apps/x/packages/core/src/models/defaults.ts:11-114; apps/x/packages/core/src/models/repo.ts:13-18","Verified","Issue found","E52","E52: For signed-in users honor saved config.model/knowledgeGraphModel, falling back to curated defaults only when unset.","Verified — build green + adversarial code re-review"
"F475","Security","Allowed shell commands","As a user, I want to whitelist shell commands, so that the assistant runs them without prompting each time.","Security tab edits an allowed-commands list saved to config/security.json (object form); a default allow-list (ls, grep, cat, etc.) seeds the file if missing, normalized lower-case and deduped.","apps/x/apps/renderer/src/components/settings/security-settings.tsx:133-143; apps/x/packages/core/src/config/security.ts:8-43","Tested","Pass (traced)","","",""
"F476","Security","File access grants","As a user, I want to grant read/list/search/write/delete under specific path prefixes, so that the assistant can act on files I trust.","Add/edit/remove grants (operation + pathPrefix) saved to allowedFileAccess; core normalizes paths via path.resolve, dedupes, and caches by file mtime.","apps/x/apps/renderer/src/components/settings/security-settings.tsx:145-212; apps/x/packages/core/src/config/security.ts:76-98","Tested","Pass (traced)","","",""
"F477","Security","Raw JSON escape hatch","As an advanced user, I want to edit security config as raw JSON, so that I can make bulk/forward-compatible edits.","A collapsible textarea edits raw JSON; saving parses it (legacy string[] or {allowedCommands, allowedFileAccess}) and reports ""Invalid JSON syntax"" on parse failure.","apps/x/apps/renderer/src/components/settings/security-settings.tsx:90-111; apps/x/apps/renderer/src/components/settings/security-settings.tsx:216-232","Tested","Pass (traced)","","",""
"F478","Security","AI auto-permission classifier","As a user, I want the app to auto-decide low-risk tool permissions, so that I'm not interrupted for safe actions.","classifyToolPermissions uses the auto-permission model to return allow/deny per pending tool call, denying destructive/credential/privacy/out-of-workspace actions unless explicitly requested; captures LLM usage.","apps/x/packages/core/src/security/auto-permission-classifier.ts:29-112; apps/x/packages/core/src/models/defaults.ts:89-93","Tested","Pass (traced)","","",""
"F479","Feedback","Send feedback","As a signed-in user, I want to send categorized feedback, so that I can report bugs or request features and get a reply.","Dialog picks a category (bug/feature/question/other) and a message (<=5000 chars with counter), submits via feedback:submit (relayed to Plain with appVersion/platform), captures feedbackSubmitted analytics, toasts success; shows ""Sign in to send feedback"" on not_signed_in.","apps/x/apps/renderer/src/components/feedback-dialog.tsx:40-83; apps/x/apps/main/src/ipc.ts:1699-1717","Verified","Issue found","E54","E54: Switch on AuthUnavailableError.reason when mapping errorCode.","Verified — build green + adversarial code re-review"
"F480","Voice","Push-to-talk dictation","As a user, I want to hold a mic button and speak my prompt, so that I can compose chat messages hands-free.","Clicking the composer mic starts capture (state to listening), captures mic PCM at 16 kHz, and on submit returns the transcript into the prompt input; cloud path streams to Deepgram, local path accumulates PCM and transcribes the whole utterance via IPC.","apps/x/apps/renderer/src/hooks/useVoiceMode.ts:232; apps/x/apps/renderer/src/App.tsx:1070","Tested","Pass (traced)","","",""
"F481","Voice","Submit/cancel recording via keyboard","As a user, I want to press Enter to send my dictation and Escape to discard it, so that I can control voice input without the mouse.","While recording, a global keydown listener maps Enter to submit the transcript and Escape to cancel; both also flip isRecording off.","apps/x/apps/renderer/src/App.tsx:1162; apps/x/apps/renderer/src/App.tsx:1156","Tested","Pass (traced)","","",""
"F482","Voice","Cloud live interim partials","As a user, I want to see my words appear live as I speak, so that I get immediate feedback during dictation.","The Deepgram path opens a WebSocket with interim_results and renders running interim+final text into interimText; buffered audio captured before the socket opens is flushed on open.","apps/x/apps/renderer/src/hooks/useVoiceMode.ts:155; apps/x/apps/renderer/src/hooks/useVoiceMode.ts:12","Tested","Pass (traced)","","",""
"F483","Voice","On-device dictation (no live partials)","As a privacy-minded user, I want dictation transcribed locally after I stop, so that my speech never leaves the device.","With whisper-local the mic is released on submit, accumulated Int16 PCM is concatenated and sent over whisper:transcribe (state to transcribing), and the trimmed text is returned with RTF telemetry; no per-word interim is shown.","apps/x/apps/renderer/src/hooks/useVoiceMode.ts:317; apps/x/apps/main/src/ipc.ts:1320","Tested","Pass (traced)","","",""
"F484","Voice","Voice transcript sign-in gating","As a signed-out user, I want my spoken transcript dropped into the composer instead of auto-sent, so that I can review/sign in before sending.","After transcription, if the product OAuth provider has an error/not connected, the text is set as a preset composer message with a toast instead of auto-submitting; otherwise it submits automatically.","apps/x/apps/renderer/src/App.tsx:1108; apps/x/apps/renderer/src/App.tsx:1077","Tested","Pass (traced)","","",""
"F485","Voice","Mic warmup pre-caching","As a user, I want the mic to start instantly when I click it, so that I don't wait on auth round-trips.","On mount and after OAuth connect, warmup resolves the provider and caches Solomon/Deepgram auth so the first mic click skips IPC round-trips.","apps/x/apps/renderer/src/hooks/useVoiceMode.ts:401; apps/x/apps/renderer/src/App.tsx:1007","Tested","Pass (traced)","","",""
"F486","Voice","Local-only severs cloud transport mid-session","As a user, I want turning on local-only to immediately stop any cloud streaming, so that audio can never leak after I opt in.","A transcription-config-changed event with privacy.localOnly bumps a privacy generation, clears cached cloud auth, forces provider to whisper-local, and tears down the active WebSocket/audio capture.","apps/x/apps/renderer/src/hooks/useVoiceMode.ts:212; apps/x/apps/renderer/src/hooks/useVoiceMode.ts:108","Tested","Pass (traced)","","",""
"F487","Voice","Voice availability detection","As a user, I want the mic button to appear only when voice input is usable, so that I'm not offered a broken feature.","On mount/OAuth-connect the app checks voice config, OAuth state, and resolved provider; voice is available if whisper-local, a Deepgram key, or a connected Solomon account exists.","apps/x/apps/renderer/src/App.tsx:995","Tested","Pass (traced)","","",""
"F488","Voice","Smoothed streaming text reveal","As a user, I want streamed text to appear with a fluid typing effect, so that responses feel natural rather than jumpy.","useSmoothedText buffers the target string and releases characters per requestAnimationFrame with adaptive step size (faster when the backlog is large), clearing instantly when the target empties.","apps/x/apps/renderer/src/hooks/useSmoothedText.ts:8; apps/x/apps/renderer/src/App.tsx:186","Tested","Pass (traced)","","",""
"F489","Transcription","Voice-input provider selection","As a user, I want to choose between on-device Whisper and cloud Deepgram for voice input, so that I can trade privacy against accuracy.","The Voice input settings section offers On-device (Whisper, private/offline/free) vs Cloud (Deepgram, most accurate/live partials); selection writes voiceProvider via transcription:setConfig and emits an analytics event.","apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:372; apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:151","Verified","Issue found","E61","E61: Disable the on-device option (or show a ""will fall back to cloud"" notice) when capability.supported is false and reflect the resolved provider.","Verified — build green + adversarial code re-review"
"F490","Transcription","Meeting provider selection","As a user, I want to pick cloud vs on-device transcription for meetings, so that I control where meeting audio goes.","The Meetings section offers Cloud (Deepgram, speaker labels/system audio) vs On-device (private, no labels unless local diarization beta on); selection writes meetingProvider.","apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:602; apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:161","Tested","Pass (traced)","","",""
"F491","Transcription","Local-only privacy toggle","As a privacy-conscious user, I want a master switch that keeps all speech on-device, so that no cloud transcription or sign-in paths are used.","The Privacy switch persists privacy.localOnly and dispatches a config-changed event; provider resolution then returns whisper-local or ""none"" and forbids any cloud route.","apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:347; apps/x/packages/core/src/voice/voice.ts:264","Tested","Pass (traced)","","",""
"F492","Transcription","On-device model picker","As a user, I want to choose which Whisper model (or Auto) is active, so that I can balance speed and accuracy.","The On-device models list shows Auto plus catalog models with Recommended/Active badges and size; selecting an installed model (or Auto) writes whisper.model via transcription:setConfig.","apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:442; apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:214","Tested","Pass (traced)","","",""
"F493","Transcription","Model download with progress","As a user, I want to download a Whisper model once and see progress, so that it's ready for offline transcription.","The Get button calls whisper:ensureModel; per-model download progress arrives on whisper:modelProgress and renders a percent bar, and a successful download fires whisperModelDownloaded analytics and refreshes the list.","apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:244; apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:138","Verified","Issue found","E59","E59: Surface res.code/message on failure (toast or inline error like benchmark).","Verified — build green + adversarial code re-review"
"F494","Transcription","Model health verify","As a user, I want to verify an installed model's integrity, so that I know transcription will work.","The verify (shield) button calls whisper:verifyModel and shows health (gguf/VAD/CoreML OK or repairable with a reason tooltip), coloring the icon green/amber.","apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:289; apps/x/apps/main/src/ipc.ts:1300","Tested","Pass (traced)","","",""
"F495","Transcription","Model repair","As a user, I want to repair a corrupted model in place, so that I don't have to figure out how to fix it manually.","When health reports repairable, a Repair button calls whisper:repairModel, clears stale progress, updates health, and refreshes the model list.","apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:303; apps/x/apps/main/src/ipc.ts:1311","Verified","Issue found","E60","E60: Catch repair failures and display the error/health reason.","Verified — build green + adversarial code re-review"
"F496","Transcription","Model removal","As a user, I want to delete a downloaded non-recommended model, so that I can reclaim disk space.","A trash button on installed non-recommended models calls whisper:removeModel and refreshes state/progress/health.","apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:268; apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:583","Tested","Pass (traced)","","",""
"F497","Transcription","Device capability probe","As a user, I want to see whether my device can run Whisper fast, so that I set realistic expectations.","whisper:capability is probed and rendered as a device line (Apple Silicon/GPU fast, CPU-only slow, or not recommended/Detecting), driven by accel + supported flags.","apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:327; apps/x/apps/main/src/ipc.ts:1283","Tested","Pass (traced)","","",""
